exception_id,exception_type,domain,source_system,region,asset_class,missing_field_count,age_days,break_amount,price_movement_pct,duplicate_flag,currency_mismatch_flag,refresh_delay_hours,severity,root_cause,owner,sla_hours,resolution_label,created_at,sla_status,recurrence_count,is_high_value_break,predicted_exception_type,confidence_score,owner_recommendation,root_cause_hint,recommended_action,sme_review_flag,priority_score,explainability_summary,anomaly_score,anomaly_flag,reason_code,severity_recommendation
EXC0000052,Price Outlier,Pricing,Murex,EMEA,Government Bond,0,0,2089.89,16.83,0,0,19,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Suppressed,2026-05-11,Within SLA,17,0,Price Outlier,0.931,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,15.3,"Price Outlier in Pricing from Murex is ranked Low because the item is 0 days old, has a break amount of 2089.89, and carries confidence 0.931.",0.4988,True,Large price/return move,Low
EXC0000053,Delayed Source Load,Source Control,SimCorp,Americas,ETF,1,7,921.76,1.48,0,0,30,Low,Delayed Source Load pattern detected from source controls,Source Systems,72,Resolved,2026-03-24,Breached,11,0,Delayed Source Load,0.92,Source Systems,Most similar historical pattern: Delayed Source Load,Check source-system batch status and notify technology owner if SLA breached.,False,35.1,"Delayed Source Load in Source Control from SimCorp is ranked Low because the item is 7 days old, has a break amount of 921.76, and carries confidence 0.92.",0.1665,False,Multi-factor isolation signal,Low
EXC0000054,Price Outlier,Pricing,SimCorp,APAC,Equity,0,17,1898.42,1.45,0,0,10,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Open,2026-04-09,Breached,12,0,Price Outlier,0.706,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",True,46.1,"Price Outlier in Pricing from SimCorp is ranked Medium because the item is 17 days old, has a break amount of 1898.42, and carries confidence 0.706.",0.0476,False,Aging unresolved item,Medium
EXC0000055,Invalid Currency,Reference Data,Custodian,EMEA,Equity,1,20,4826.03,2.54,0,1,9,High,Invalid Currency pattern detected from source controls,Reference Data Ops,24,Open,2026-03-28,Breached,11,0,Invalid Currency,0.811,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,54.0,"Invalid Currency in Reference Data from Custodian is ranked High because the item is 20 days old, has a break amount of 4826.03, and carries confidence 0.811.",0.1268,False,Aging unresolved item,High
EXC0000056,Delayed Source Load,Source Control,Refinitiv,EMEA,ETF,0,13,1768.27,1.23,0,0,75,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Escalated,2026-04-04,Breached,14,0,Delayed Source Load,0.97,Source Systems,Most similar historical pattern: Delayed Source Load,Check source-system batch status and notify technology owner if SLA breached.,False,43.5,"Delayed Source Load in Source Control from Refinitiv is ranked Medium because the item is 13 days old, has a break amount of 1768.27, and carries confidence 0.97.",0.3121,False,Late source refresh,Medium
EXC0000057,Position Reconciliation Break,Positions,IBOR,EMEA,Government Bond,0,13,10483.94,-0.71,0,0,4,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Escalated,2026-04-04,Breached,27,0,Position Reconciliation Break,0.897,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,54.2,"Position Reconciliation Break in Positions from IBOR is ranked High because the item is 13 days old, has a break amount of 10483.94, and carries confidence 0.897.",0.0804,False,Aging unresolved item,High
EXC0000058,Stale Price,Pricing,Custodian,EMEA,Corporate Bond,0,15,2442.02,0.13,0,0,50,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Resolved,2026-05-13,Breached,21,0,Stale Price,0.958,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,44.0,"Stale Price in Pricing from Custodian is ranked Medium because the item is 15 days old, has a break amount of 2442.02, and carries confidence 0.958.",0.2419,False,Late source refresh,Medium
EXC0000059,Missing Reference Data,Reference Data,Aladdin,APAC,Corporate Bond,3,21,1837.07,6.4,0,0,17,High,Missing Reference Data pattern detected from source controls,Reference Data Ops,24,Escalated,2026-05-04,Breached,22,0,Missing Reference Data,0.791,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,54.4,"Missing Reference Data in Reference Data from Aladdin is ranked High because the item is 21 days old, has a break amount of 1837.07, and carries confidence 0.791.",0.2608,False,Aging unresolved item,High
EXC0000060,Invalid Currency,Reference Data,IBOR,APAC,Derivative,1,20,2144.33,0.17,0,1,18,High,Invalid Currency pattern detected from source controls,Reference Data Ops,24,Escalated,2026-04-28,Breached,11,0,Invalid Currency,0.897,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,52.9,"Invalid Currency in Reference Data from IBOR is ranked High because the item is 20 days old, has a break amount of 2144.33, and carries confidence 0.897.",0.1532,False,Aging unresolved item,High
EXC0000061,Price Outlier,Pricing,Murex,APAC,Corporate Bond,1,13,3938.51,19.88,0,0,3,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-04-18,Breached,17,0,Price Outlier,0.939,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,44.1,"Price Outlier in Pricing from Murex is ranked Medium because the item is 13 days old, has a break amount of 3938.51, and carries confidence 0.939.",0.352,False,Large price/return move,Medium
EXC0000062,Missing Reference Data,Reference Data,SimCorp,EMEA,Corporate Bond,1,7,1187.9,0.46,0,0,9,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Open,2026-04-25,Breached,15,0,Missing Reference Data,0.473,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",True,39.7,"Missing Reference Data in Reference Data from SimCorp is ranked Low because the item is 7 days old, has a break amount of 1187.9, and carries confidence 0.473.",0.0545,False,Multi-factor isolation signal,Low
EXC0000063,Trade Match Break,Trades,Custodian,EMEA,Derivative,1,2,49979.34,0.7,0,0,9,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-24,Breached,24,1,Trade Match Break,0.891,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,57.3,"Trade Match Break in Trades from Custodian is ranked High because the item is 2 days old, has a break amount of 49979.34, and carries confidence 0.891.",0.2189,False,Multi-factor isolation signal,High
EXC0000064,Duplicate Record,Trades,Bloomberg,APAC,Corporate Bond,0,3,16516.98,1.69,1,0,10,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Resolved,2026-04-17,Breached,17,0,Duplicate Record,0.901,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,45.5,"Duplicate Record in Trades from Bloomberg is ranked Medium because the item is 3 days old, has a break amount of 16516.98, and carries confidence 0.901.",0.1001,False,Multi-factor isolation signal,Medium
EXC0000065,Position Reconciliation Break,Positions,IBOR,EMEA,Government Bond,1,14,32294.81,1.06,0,0,10,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-26,Breached,27,0,Position Reconciliation Break,0.882,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,56.1,"Position Reconciliation Break in Positions from IBOR is ranked High because the item is 14 days old, has a break amount of 32294.81, and carries confidence 0.882.",0.0826,False,Aging unresolved item,High
EXC0000066,Stale Price,Pricing,Custodian,Americas,Corporate Bond,0,1,2066.7,-0.85,0,0,41,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-04-15,Within SLA,21,0,Stale Price,0.957,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,15.2,"Stale Price in Pricing from Custodian is ranked Low because the item is 1 days old, has a break amount of 2066.7, and carries confidence 0.957.",0.3469,False,Multi-factor isolation signal,Low
EXC0000067,Duplicate Record,Trades,Custodian,APAC,Government Bond,0,19,74070.14,1.46,1,0,17,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Resolved,2026-04-03,Breached,22,1,Duplicate Record,0.93,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,67.5,"Duplicate Record in Trades from Custodian is ranked Critical because the item is 19 days old, has a break amount of 74070.14, and carries confidence 0.93.",0.2957,False,High-value reconciliation break,Critical
EXC0000068,Trade Match Break,Trades,SimCorp,EMEA,Corporate Bond,0,10,43022.3,-2.18,0,0,4,High,Trade Match Break pattern detected from source controls,Trade Support,24,Escalated,2026-04-12,Breached,25,0,Trade Match Break,0.938,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,56.3,"Trade Match Break in Trades from SimCorp is ranked High because the item is 10 days old, has a break amount of 43022.3, and carries confidence 0.938.",0.2124,False,Multi-factor isolation signal,High
EXC0000069,Position Reconciliation Break,Positions,IBOR,EMEA,Derivative,0,20,22743.28,2.41,0,0,5,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Resolved,2026-04-26,Breached,27,0,Position Reconciliation Break,0.891,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,64.0,"Position Reconciliation Break in Positions from IBOR is ranked Critical because the item is 20 days old, has a break amount of 22743.28, and carries confidence 0.891.",0.188,False,Aging unresolved item,Critical
EXC0000070,Delayed Source Load,Source Control,IBOR,Americas,Equity,1,18,2001.32,2.06,0,0,87,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Resolved,2026-03-23,Breached,15,0,Delayed Source Load,0.976,Source Systems,Most similar historical pattern: Delayed Source Load,Check source-system batch status and notify technology owner if SLA breached.,False,43.5,"Delayed Source Load in Source Control from IBOR is ranked Medium because the item is 18 days old, has a break amount of 2001.32, and carries confidence 0.976.",0.4775,True,Late source refresh,Medium
EXC0000071,Missing Reference Data,Reference Data,IBOR,EMEA,Government Bond,2,12,2924.53,3.32,0,0,19,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Resolved,2026-05-11,Breached,25,0,Missing Reference Data,0.86,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,45.1,"Missing Reference Data in Reference Data from IBOR is ranked Medium because the item is 12 days old, has a break amount of 2924.53, and carries confidence 0.86.",0.026,False,Multi-factor isolation signal,Medium
EXC0000072,Position Reconciliation Break,Positions,SimCorp,APAC,ETF,1,9,49676.83,0.26,0,0,18,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-05-19,Breached,16,1,Position Reconciliation Break,0.853,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,57.3,"Position Reconciliation Break in Positions from SimCorp is ranked High because the item is 9 days old, has a break amount of 49676.83, and carries confidence 0.853.",0.1563,False,Multi-factor isolation signal,High
EXC0000073,Stale Price,Pricing,ABOR,EMEA,Derivative,1,2,602.55,3.35,0,0,31,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-04-29,Within SLA,23,0,Stale Price,0.89,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,15.8,"Stale Price in Pricing from ABOR is ranked Low because the item is 2 days old, has a break amount of 602.55, and carries confidence 0.89.",0.2673,False,Multi-factor isolation signal,Low
EXC0000074,Stale Price,Pricing,SimCorp,Americas,Equity,1,21,465.78,2.58,0,0,85,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Open,2026-04-17,Breached,16,0,Stale Price,0.918,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,44.0,"Stale Price in Pricing from SimCorp is ranked Medium because the item is 21 days old, has a break amount of 465.78, and carries confidence 0.918.",0.5984,True,Late source refresh,High
